iter	MultiClass
894	0.04984294389
895	0.0497595179
896	0.04966999934
897	0.0496168522
898	0.04953370971
899	0.04948668996
900	0.04940080705
901	0.04934335283
902	0.04924582689
903	0.04915849171
904	0.04909167234
905	0.04900561038
906	0.04894535109
907	0.04886818181
908	0.04875954003
909	0.04865508596
910	0.04859660719
911	0.04853735256
912	0.04848962657
913	0.04842350847
914	0.048349567
915	0.04821312319
916	0.04812585266
917	0.04802588472
918	0.04797794984
919	0.04792082885
920	0.04783923809
921	0.0477886573
922	0.04768758025
923	0.04762404341
924	0.04753149597
925	0.04749557714
926	0.04743520346
927	0.04735356795
928	0.04728063611
929	0.04718384625
930	0.04712527299
931	0.04702524536
932	0.04698961002
933	0.04692989782
934	0.0468939591
935	0.04683626118
936	0.04677997077
937	0.04668151975
938	0.04661221361
939	0.04649338107
940	0.04643072951
941	0.04638339643
942	0.04636350231
943	0.04627490386
944	0.04617338914
945	0.04608689946
946	0.04601991596
947	0.04597765588
948	0.04590872276
949	0.04577914242
950	0.04568343181
951	0.04558060409
952	0.04545222734
953	0.04534052186
954	0.04529792855
955	0.04523471002
956	0.04515110498
957	0.04511284859
958	0.04500519157
959	0.04492420759
960	0.0449033486
961	0.04484682444
962	0.04477410149
963	0.04472835993
964	0.04464800759
965	0.04455074524
966	0.04450127852
967	0.04443607057
968	0.04439259694
969	0.04434118059
970	0.04428110036
971	0.0442312258
972	0.04414394533
973	0.04408683926
974	0.04402009449
975	0.04396413234
976	0.04390210745
977	0.04386476619
978	0.04376883675
979	0.04368986207
980	0.04357956907
981	0.04348675306
982	0.04339478753
983	0.04334322197
984	0.04325372828
985	0.04320619625
986	0.04317263985
987	0.04309012402
988	0.04298538646
989	0.0428692247
990	0.04281765417
991	0.04273516818
992	0.04267957406
993	0.04265063309
994	0.04259108502
995	0.04253833079
996	0.04246804985
997	0.04239831101
998	0.04237003152
999	0.04228392978
